feature,category,topic,label,odds_ratio,ci_lo,ci_hi,p_value
Existential Threat,terrorgram,14,Accelerationism,4.432117274697211,1.3395037824791471,10.836348772931121,0.004144239492828349
Existential Threat,terrorgram,15,Gaming,2.9308898066097075e-5,3.5722708686042885e-63,7.063223365258547e-55,0.938268316522652
Existential Threat,terrorgram,16,Numbers/Nazi Numerology,10.768172251913153,3.7304938576440394,24.604509419683193,4.55091480703765e-7
Existential Threat,terrorgram,17,Infrastructure (Physical/Digital),3.0581609195394144,0.1724414217266623,14.013356563930719,0.26930433760920136
Existential Threat,terrorgram,18,Subcultural Identity,2.9308898066615415e-5,3.1500122068080226e-54,9.637090391118624,0.9742653267300924
Existential Threat,white-supremacist,1,Antisemitism/Racism,7.990728039561195,6.721414073139581,9.562117125647518,2.448905874678977e-118
Existential Threat,white-supremacist,2,Firearms/Weapons,0.25906796412909566,0.13982683454575917,0.4383319680377691,2.9787050995337666e-6
Existential Threat,white-supremacist,3,Animals/Wehrwolf,1.1669014938038123,0.7738737070765963,1.7002136794012945,0.44039649916713575
Existential Threat,white-supremacist,4,Religious Ideology,1.847308461026919,1.309405227384841,2.554513669675535,3.0736840559587056e-4
Existential Threat,white-supremacist,5,Vaccines/Health,1.6780196437978252,1.149045880553436,2.3848845258384737,0.005316087421701558
Existential Threat,white-supremacist,6,Appearance/Aesthetics,1.0805625701460075,0.6489558772563668,1.6958299046509386,0.7504850043257181
Existential Threat,white-supremacist,7,Demographics/Heritage,1.837869852743368,1.2025627159041699,2.7059618341190204,0.0031452547991269986
Existential Threat,white-supremacist,8,Generational Conflict,2.8914520609663956,1.9698034715506552,4.126747765458506,1.6465822406519232e-8
Existential Threat,white-supremacist,9,Law Enforcement,2.0134846636448973,1.276264988599185,3.036972994986361,0.001478072400851227
Existential Threat,white-supremacist,10,Fitness/Combat Sports,0.08274782178956366,0.004703840612890733,0.36827520795220114,0.013008782828633464
Existential Threat,white-supremacist,11,Survival/Outdoors,0.6375594950670956,0.250293132232849,1.3191387522725129,0.27990638810189417
Existential Threat,white-supremacist,12,Age/Time Discussion,0.5383553505280164,0.19093501691459747,1.1798784650888703,0.17335595560522535
Existential Threat,white-supremacist,13,Education/Homeschool,1.3247764017883201,0.46956046627029074,2.906544339160888,0.5367175893909276
Existential Threat,white-supremacist,14,Technology/Devices,9.528343332068077e-6,8.284654545259511e-73,3.1911599626537984e-66,0.9493235001273261
Existential Threat,white-supremacist,15,Non-English (Spanish/German),3.8153560371541895,1.1698088834622276,9.073058815321291,0.00850363887668757
Existential Threat,white-supremacist,16,Tactical Training/Slurs,9.528343331731576e-6,1.1629109316161787e-76,1.0704743682864014e-69,0.9520733447952114
Existential Threat,white-supremacist,17,Accelerationism,2.2031607551492565,0.12492913685910921,9.892867917119306,0.4323455262426685
Existential Threat,white-supremacist,18,Channel-Specific,9.528343331819725e-6,5.936628572919059e-73,7.022009011804358,0.9772766969191672
Outgroup Othering,764,1,Platform Administration,0.5446628417196125,0.5053825095873477,0.5861340108907711,4.17568799096694e-58
Outgroup Othering,764,2,Race/Ethnicity,2.9708509542330743,2.8030979812676686,3.1470318636027295,9.104464859967145e-298
Outgroup Othering,764,3,Money/Banking,0.31036155110127567,0.2673930116088201,0.35790346421670044,8.013441756044913e-56
Outgroup Othering,764,4,Extortion/Leaking,0.7551186951268979,0.6603984329272697,0.8592588475293139,2.855907717453092e-5
Outgroup Othering,764,5,Media Sharing,0.2793152628478102,0.22560906081787838,0.34122507516435885,1.0867670597211865e-33
Outgroup Othering,764,6,Doxxing/Trolling,0.6941529341385064,0.601524566321076,0.7965766485188268,3.436493558192953e-7
Outgroup Othering,764,7,Religion,2.7979376903723048,2.5518049290875795,3.0631966830590835,4.479042364665471e-108
Outgroup Othering,764,8,Food/Drinks,0.22982296971902275,0.17509863201705436,0.29522088116318024,2.0826630210310285e-28
Outgroup Othering,764,9,Gaming,0.25252068067522726,0.19186930533740548,0.32515238844767175,1.2241366937724673e-24
Outgroup Othering,764,10,Time/Dates,0.08672929923918171,0.04335903939417902,0.15261365795948253,1.385886422895448e-14
Outgroup Othering,764,11,Gore/Illegal Content,0.6737474921279938,0.4793852985620756,0.9182428633944463,0.016930991991232283
Outgroup Othering,764,12,Lore/Storytelling,0.20465339206978783,0.10907366224557122,0.34554862832135286,5.298256797340097e-8
Outgroup Othering,764,13,Subculture/Conspiracy,1.0659030837001657,0.7646171981690781,1.4457053258505153,0.693754863136169
Outgroup Othering,764,14,Usernames/Players,0.0815742162974643,0.02022494452295703,0.2127890560213693,1.5309434198831273e-5
Outgroup Othering,764,15,Statistics/Demographics,0.12967190799409503,0.046307020788153096,0.2807056763140693,5.64422547621368e-6
Outgroup Othering,764,16,Non-English (German/Dutch),1.28810040326266,0.91361411039288,1.765689146911304,0.1309827200093193
Outgroup Othering,764,17,OPSEC/OSINT,0.39316097349543616,0.18709169191754607,0.7193724910831963,0.005970701067661406
Outgroup Othering,764,18,Appearance Discussion,0.5124534056254991,0.18094838598689594,1.132167417880434,0.14430545785484888
Outgroup Othering,terrorgram,1,Antisemitism/Jews,4.781387548220078,4.5441658717711055,5.031425773530298,0
Outgroup Othering,terrorgram,2,White Nationalism/Russia-Ukraine,3.764421516096374,3.554751702131063,3.9864513654083704,0
Outgroup Othering,terrorgram,3,Media Sharing,0.08998840672714749,0.06928496293205048,0.11460168502851617,8.693057528348003e-79
Outgroup Othering,terrorgram,4,Guns/Violence,0.3722557508965014,0.3194236497938133,0.43127517571305457,3.995382043165754e-38
Outgroup Othering,terrorgram,5,Animals/Nature,0.6135859132456074,0.5401600411268054,0.694491164288209,2.5134496260603647e-14
Outgroup Othering,terrorgram,6,Raw Diet/Health,0.2911609553288001,0.24015065587923817,0.34954249129517284,4.6751207874746745e-38
Outgroup Othering,terrorgram,7,Paganism/Satanism,1.465007451747461,1.3115051660019457,1.6334583837327217,9.088791752408142e-12
Outgroup Othering,terrorgram,8,Mental Health/Intelligence,0.5619246724534506,0.48124694424350145,0.6524357219838107,1.1011292742306678e-13
Outgroup Othering,terrorgram,9,Non-English (Spanish/Italian),0.9832886954581153,0.857202567479293,1.1237783914601318,0.8071822052614885
Outgroup Othering,terrorgram,10,Saints/Martyrs,0.7329710798074514,0.6312913111530865,0.8468848812304874,3.371498944221989e-5
Outgroup Othering,terrorgram,11,Propaganda Documentary,0.6296236861110335,0.5351681985663717,0.7362526190166547,1.2820316299013958e-8
Outgroup Othering,terrorgram,12,Propaganda Materials,0.23824854030949685,0.1784111693746301,0.3109906074231091,3.6921137559643355e-24
Outgroup Othering,terrorgram,13,Social Media/Antisemitism,8.436245954695613,7.090747689346491,10.060130857968169,2.274112378686432e-126
Outgroup Othering,terrorgram,14,Accelerationism,0.13959590659945117,0.07196351611716506,0.24161412501409815,1.238901346942995e-10
Outgroup Othering,terrorgram,15,Gaming,0.09964724046080829,0.039353708809952766,0.20407453307343068,2.2568184998225095e-8
Outgroup Othering,terrorgram,16,Numbers/Nazi Numerology,1.125345772088739,0.7838469523154085,1.5748764486259843,0.5058417571032414
Outgroup Othering,terrorgram,17,Infrastructure (Physical/Digital),0.14054553861564517,0.04320307119676459,0.3326200036314222,1.0880633521105039e-4
Outgroup Othering,terrorgram,18,Subcultural Identity,0.5165048543688676,0.17943841977741878,1.1754687917444644,0.15922822003148482
Outgroup Othering,white-supremacist,1,Antisemitism/Racism,4.317917699593406,4.1906444875660345,4.449265860929236,0
Outgroup Othering,white-supremacist,2,Firearms/Weapons,0.27016092016237453,0.2524916604567497,0.28875435089917667,7.5977e-320
Outgroup Othering,white-supremacist,3,Animals/Wehrwolf,1.132694204072563,1.0723511774367307,1.195906651963857,7.497661524775537e-6
Outgroup Othering,white-supremacist,4,Religious Ideology,0.8276387291831189,0.7782531847222491,0.8795552881636313,1.3548720589527302e-9
Outgroup Othering,white-supremacist,5,Vaccines/Health,0.5941709841257222,0.5522698759580748,0.6385132467197863,6.236097360093992e-45
Outgroup Othering,white-supremacist,6,Appearance/Aesthetics,0.8835588079783995,0.823980118104195,0.9465714323325568,4.6683855739349287e-4
Outgroup Othering,white-supremacist,7,Demographics/Heritage,0.7897619630686854,0.7309471189816183,0.8522646825518994,1.6817297527055792e-9
Outgroup Othering,white-supremacist,8,Generational Conflict,0.9845401128476484,0.9088999603408435,1.065169939452918,0.7002326877233118
Outgroup Othering,white-supremacist,9,Law Enforcement,1.1488367510090027,1.063914374423015,1.2392421525487212,3.6267342922012975e-4
Outgroup Othering,white-supremacist,10,Fitness/Combat Sports,0.31334044034398695,0.2764434399864689,0.3536671403043694,3.4224880916844085e-76
Outgroup Othering,white-supremacist,11,Survival/Outdoors,0.37709953897579257,0.33089674037415523,0.4278243403090198,4.022074817091544e-50
Outgroup Othering,white-supremacist,12,Age/Time Discussion,0.20019319352748188,0.1680117228085742,0.23646416130874348,3.54139287629296e-76
Outgroup Othering,white-supremacist,13,Education/Homeschool,0.31803485184586944,0.25438721794639996,0.3922524922054365,2.975793304423223e-25
Outgroup Othering,white-supremacist,14,Technology/Devices,0.29117510597030843,0.1895474333579432,0.42613717305231713,2.023180916859479e-9
Outgroup Othering,white-supremacist,15,Non-English (Spanish/German),1.232239658128215,0.9617689861125184,1.5601386882278545,0.09017287729183572
Outgroup Othering,white-supremacist,16,Tactical Training/Slurs,3.411434830970943,2.7997248609840906,4.14584050917038,1.439736343714739e-34
Outgroup Othering,white-supremacist,17,Accelerationism,0.20565474977805687,0.08736910376634614,0.4051532854001741,4.054323689440083e-5
Outgroup Othering,white-supremacist,18,Channel-Specific,0.9805321669859102,0.5430719141220598,1.6509853642720518,0.9443369994023896
